Country,Year,Month,Region,Fires_Count,Burned_Area_Ha,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh
Portugal,1897,June,Porto,480,44114,Deforestation,25,53,39
Italy,1897,September,Sicily,396,1029,Unknown,26,69,32
Italy,1897,August,Sardinia,117,83920,Lightning,19,34,60
Russia,1897,July,Siberia,79,70288,Unknown,40,31,47
Russia,1897,October,Far East,367,72227,Deforestation,20,63,16
Canada,1897,September,British Columbia,34,53261,Climate Change,49,91,7
Canada,1897,August,Alberta,278,71775,Human,43,81,60
France,1897,October,Corsica,405,59600,Unknown,19,41,50
France,1897,September,Provence,166,8656,Climate Change,37,55,4
China,1897,June,Yunnan,358,56982,Lightning,35,50,22
China,1897,August,Sichuan,143,458,Unknown,15,67,25
India,1897,September,Madhya Pradesh,487,37872,Lightning,25,55,18
India,1897,July,Assam,256,57269,Human,38,23,38
Turkey,1898,September,Mugla,12,1407,Climate Change,31,40,20
Turkey,1898,July,Antalya,121,24942,Climate Change,26,25,12
Turkey,1898,August,Izmir,9,91188,Unknown,26,74,18
Spain,1898,July,Catalonia,151,60111,Unknown,46,74,56
Spain,1898,June,Andalusia,232,72905,Deforestation,47,66,24
USA,1898,July,California,207,13091,Human,31,55,54
USA,1898,October,Texas,223,94389,Unknown,18,11,36
USA,1898,May,Oregon,332,82135,Climate Change,31,85,20
Brazil,1898,October,Amazonas,327,68126,Climate Change,27,51,62
Brazil,1898,June,Mato Grosso,484,36288,Deforestation,17,58,11
Greece,1898,June,Athens,324,78049,Climate Change,30,80,67
Greece,1898,May,Crete,156,81542,Human,44,51,36
Australia,1898,July,New South Wales,374,10603,Lightning,21,34,8
Australia,1898,July,Victoria,69,68999,Human,15,19,38
Portugal,1898,September,Lisbon,236,78571,Climate Change,23,5,37
Portugal,1898,July,Porto,198,15138,Human,48,50,5
Italy,1898,October,Sicily,483,1481,Deforestation,49,76,4
Italy,1898,October,Sardinia,192,61488,Climate Change,46,38,46
Russia,1898,September,Siberia,87,74185,Lightning,31,38,17
Russia,1898,October,Far East,192,46192,Unknown,48,43,68
Canada,1898,October,British Columbia,124,53217,Deforestation,43,57,40
Canada,1898,May,Alberta,405,15692,Climate Change,27,25,20
France,1898,September,Corsica,279,89500,Human,36,35,56
France,1898,October,Provence,78,81005,Unknown,22,58,53
China,1898,August,Yunnan,164,12245,Lightning,42,57,25
China,1898,October,Sichuan,34,84327,Climate Change,37,12,13
India,1898,October,Madhya Pradesh,294,37813,Lightning,25,80,50
India,1898,May,Assam,483,58708,Lightning,43,30,19
Turkey,1899,October,Mugla,298,22836,Lightning,22,45,7
Turkey,1899,September,Antalya,432,55203,Climate Change,42,15,66
Turkey,1899,July,Izmir,151,53484,Deforestation,48,48,69
Spain,1899,August,Catalonia,342,91030,Climate Change,33,53,57
Spain,1899,August,Andalusia,183,32541,Lightning,43,37,61
USA,1899,July,California,221,23578,Lightning,37,89,22
USA,1899,July,Texas,17,29896,Human,38,15,18
USA,1899,August,Oregon,435,54140,Human,35,88,13
Brazil,1899,September,Amazonas,302,46068,Climate Change,42,45,48
Brazil,1899,June,Mato Grosso,260,5455,Human,21,17,14
Greece,1899,August,Athens,35,80869,Human,23,42,55
Greece,1899,October,Crete,485,27847,Climate Change,37,49,35
Australia,1899,May,New South Wales,220,90987,Unknown,32,7,29
Australia,1899,October,Victoria,496,58383,Climate Change,42,58,55
Portugal,1899,May,Lisbon,360,61048,Unknown,49,17,58
Portugal,1899,May,Porto,122,10393,Lightning,24,50,14
Italy,1899,September,Sicily,106,18299,Lightning,36,85,15
Italy,1899,June,Sardinia,167,24572,Deforestation,31,16,55
Russia,1899,August,Siberia,28,12928,Deforestation,39,64,66
Russia,1899,August,Far East,123,19711,Human,42,62,28
Canada,1899,October,British Columbia,185,71454,Human,48,41,7
Canada,1899,September,Alberta,157,41092,Lightning,21,61,13
France,1899,July,Corsica,377,21063,Climate Change,21,55,33
France,1899,July,Provence,268,27706,Human,22,49,60
China,1899,August,Yunnan,108,90406,Climate Change,43,32,45
China,1899,June,Sichuan,8,21707,Human,19,60,51
India,1899,July,Madhya Pradesh,147,61315,Unknown,36,21,60
India,1899,June,Assam,496,60714,Lightning,40,29,11
Turkey,1900,July,Mugla,305,97718,Deforestation,27,57,69
Turkey,1900,August,Antalya,463,74318,Human,38,58,61
Turkey,1900,May,Izmir,51,90370,Human,40,9,53
Spain,1900,May,Catalonia,463,35163,Human,41,19,62
Spain,1900,June,Andalusia,281,27176,Lightning,28,78,47
USA,1900,September,California,227,67393,Deforestation,44,10,9
USA,1900,August,Texas,497,93518,Unknown,47,85,51
USA,1900,July,Oregon,355,14079,Unknown,20,45,17
Brazil,1900,August,Amazonas,359,25951,Deforestation,40,66,12
Brazil,1900,September,Mato Grosso,93,63861,Deforestation,37,59,27
Greece,1900,October,Athens,264,66255,Deforestation,43,63,18
Greece,1900,July,Crete,303,24920,Lightning,48,12,14
Australia,1900,June,New South Wales,12,76353,Unknown,44,69,44
Australia,1900,May,Victoria,191,93883,Lightning,36,90,45
Portugal,1900,May,Lisbon,425,22701,Unknown,42,32,43
Portugal,1900,July,Porto,473,18701,Unknown,16,59,49
Italy,1900,July,Sicily,282,92872,Deforestation,43,71,14
Italy,1900,September,Sardinia,14,68423,Human,41,38,2
Russia,1900,May,Siberia,97,53674,Human,17,88,21
Russia,1900,September,Far East,98,3796,Deforestation,40,82,18
Canada,1900,June,British Columbia,177,5056,Unknown,41,86,69
Canada,1900,May,Alberta,118,63332,Lightning,40,24,11
France,1900,July,Corsica,207,9356,Human,19,69,18
France,1900,October,Provence,358,64603,Climate Change,43,72,12
China,1900,July,Yunnan,153,22726,Unknown,40,23,61
China,1900,June,Sichuan,44,7912,Climate Change,28,8,24
India,1900,June,Madhya Pradesh,88,50674,Lightning,43,12,42
India,1900,July,Assam,116,82634,Unknown,41,72,16
Turkey,1901,July,Mugla,425,47076,Deforestation,38,31,41
Turkey,1901,September,Antalya,168,62533,Climate Change,38,28,5
Turkey,1901,July,Izmir,294,27156,Climate Change,37,73,54
Spain,1901,October,Catalonia,173,50076,Climate Change,20,61,11
Spain,1901,October,Andalusia,89,77216,Unknown,17,55,48
USA,1901,August,California,480,85129,Deforestation,19,17,59
USA,1901,June,Texas,34,35617,Climate Change,39,31,52
USA,1901,October,Oregon,189,86611,Deforestation,30,26,55
Brazil,1901,September,Amazonas,460,15188,Deforestation,45,46,33
Brazil,1901,July,Mato Grosso,166,97122,Human,31,15,11
Greece,1901,October,Athens,277,94119,Unknown,39,25,66
Greece,1901,May,Crete,55,77703,Human,38,70,16
Australia,1901,July,New South Wales,202,19556,Lightning,31,38,42
Australia,1901,September,Victoria,77,21744,Unknown,17,85,64
Portugal,1901,May,Lisbon,80,18387,Climate Change,15,85,68
Portugal,1901,June,Porto,275,85191,Unknown,32,87,44
Italy,1901,August,Sicily,423,19019,Lightning,47,18,35
Italy,1901,September,Sardinia,251,79847,Deforestation,43,87,7
Russia,1901,May,Siberia,485,10678,Climate Change,15,73,28
Russia,1901,October,Far East,492,67491,Deforestation,33,80,44
Canada,1901,June,British Columbia,93,69367,Unknown,37,6,23
Canada,1901,July,Alberta,317,86088,Deforestation,30,87,52
France,1901,June,Corsica,468,16299,Unknown,47,16,54
France,1901,July,Provence,393,97662,Unknown,31,10,6
China,1901,May,Yunnan,416,72625,Climate Change,47,66,51
China,1901,May,Sichuan,23,86841,Climate Change,16,51,40
India,1901,August,Madhya Pradesh,293,46320,Unknown,21,83,15
India,1901,July,Assam,132,23031,Climate Change,38,86,64
Turkey,1902,June,Mugla,365,94876,Lightning,43,78,18
Turkey,1902,June,Antalya,10,95656,Unknown,19,86,42
Turkey,1902,May,Izmir,223,87828,Unknown,21,7,11
Spain,1902,June,Catalonia,349,79750,Lightning,38,78,39
Spain,1902,October,Andalusia,158,97818,Deforestation,43,24,42
USA,1902,October,California,152,64719,Deforestation,34,70,31
USA,1902,September,Texas,294,81830,Deforestation,24,77,49
USA,1902,October,Oregon,237,37063,Deforestation,16,33,69
Brazil,1902,May,Amazonas,87,42237,Human,24,57,60
Brazil,1902,October,Mato Grosso,439,99675,Unknown,48,34,26
Greece,1902,September,Athens,288,63012,Human,18,11,50
Greece,1902,May,Crete,168,65718,Human,24,40,47
Australia,1902,June,New South Wales,420,24451,Human,24,31,55
Australia,1902,June,Victoria,423,51031,Deforestation,35,29,29
Portugal,1902,August,Lisbon,97,2526,Human,41,30,20
Portugal,1902,August,Porto,277,4238,Human,34,44,40
Italy,1902,May,Sicily,249,1234,Unknown,47,73,44
Italy,1902,June,Sardinia,300,10542,Climate Change,17,66,59
Russia,1902,May,Siberia,335,67187,Lightning,44,52,11
Russia,1902,June,Far East,42,60130,Deforestation,27,50,4
Canada,1902,June,British Columbia,362,97188,Deforestation,22,55,7
Canada,1902,July,Alberta,349,82314,Human,42,58,38
France,1902,May,Corsica,342,12955,Deforestation,35,6,62
France,1902,June,Provence,367,63710,Unknown,29,22,64
China,1902,October,Yunnan,143,7452,Climate Change,18,90,8
China,1902,September,Sichuan,367,29593,Unknown,42,83,2
India,1902,July,Madhya Pradesh,466,76809,Lightning,15,42,30
India,1902,September,Assam,206,18552,Lightning,21,71,48
Turkey,1903,August,Mugla,87,82822,Unknown,19,5,69
Turkey,1903,August,Antalya,448,35198,Lightning,37,29,22
Turkey,1903,September,Izmir,323,26589,Unknown,38,29,56
Spain,1903,October,Catalonia,36,48616,Unknown,30,89,62
Spain,1903,May,Andalusia,10,59600,Deforestation,36,45,6
USA,1903,June,California,91,76340,Unknown,37,84,68
USA,1903,October,Texas,317,27618,Human,43,41,14
USA,1903,October,Oregon,376,62034,Climate Change,31,89,67
Brazil,1903,September,Amazonas,138,15055,Lightning,44,26,34
Brazil,1903,October,Mato Grosso,213,70369,Deforestation,46,46,11
Greece,1903,August,Athens,119,44039,Lightning,23,32,12
Greece,1903,October,Crete,171,69266,Deforestation,29,32,25
Australia,1903,July,New South Wales,141,15634,Human,47,23,68
Australia,1903,June,Victoria,428,8740,Climate Change,48,17,2
Portugal,1903,June,Lisbon,97,12307,Climate Change,43,43,27
Portugal,1903,May,Porto,75,58792,Lightning,17,11,59
Italy,1903,May,Sicily,107,91032,Human,31,47,26
Italy,1903,July,Sardinia,257,32230,Climate Change,46,30,17
Russia,1903,May,Siberia,314,42156,Human,43,90,42
Russia,1903,July,Far East,368,44054,Human,21,82,30
Canada,1903,July,British Columbia,151,94736,Deforestation,25,57,47
Canada,1903,October,Alberta,61,42315,Lightning,16,12,23
France,1903,October,Corsica,208,93010,Human,29,61,50
France,1903,September,Provence,86,48037,Climate Change,29,24,65
China,1903,September,Yunnan,127,91981,Climate Change,17,87,4
China,1903,October,Sichuan,210,22435,Deforestation,18,64,31
India,1903,July,Madhya Pradesh,390,9377,Human,23,35,62
India,1903,May,Assam,424,21739,Human,46,62,65
Turkey,1904,August,Mugla,33,86698,Unknown,23,10,30
Turkey,1904,June,Antalya,405,93683,Deforestation,35,68,37
Turkey,1904,June,Izmir,489,87896,Lightning,26,46,62
Spain,1904,September,Catalonia,271,32921,Deforestation,16,80,11
Spain,1904,August,Andalusia,399,21939,Human,40,6,51
USA,1904,August,California,375,99261,Lightning,46,66,39
USA,1904,May,Texas,243,53542,Deforestation,44,65,2
USA,1904,October,Oregon,177,88131,Unknown,35,17,28
Brazil,1904,August,Amazonas,395,73593,Lightning,29,83,5
Brazil,1904,October,Mato Grosso,476,26039,Lightning,34,80,34
Greece,1904,August,Athens,396,90980,Climate Change,36,74,22
Greece,1904,July,Crete,83,19359,Lightning,20,93,57
Australia,1904,October,New South Wales,191,44635,Climate Change,21,81,19
Australia,1904,June,Victoria,268,68014,Human,41,24,13
Portugal,1904,July,Lisbon,449,64386,Deforestation,46,65,68
Portugal,1904,September,Porto,351,46854,Climate Change,27,39,60
Italy,1904,September,Sicily,442,79918,Unknown,49,90,39
Italy,1904,October,Sardinia,412,52756,Unknown,46,59,59
Russia,1904,July,Siberia,7,46387,Climate Change,35,14,26
Russia,1904,August,Far East,65,71296,Deforestation,16,78,62
Canada,1904,July,British Columbia,157,84278,Deforestation,48,59,29
Canada,1904,September,Alberta,195,70632,Deforestation,35,16,51
France,1904,August,Corsica,250,5332,Lightning,34,42,26
France,1904,October,Provence,207,53635,Deforestation,32,31,56
China,1904,October,Yunnan,214,72667,Deforestation,35,48,6
China,1904,May,Sichuan,63,97890,Human,24,26,66
India,1904,August,Madhya Pradesh,197,18162,Unknown,36,90,48
India,1904,May,Assam,97,59921,Lightning,34,54,34
Turkey,1905,July,Mugla,47,86895,Unknown,44,42,4
Turkey,1905,August,Antalya,188,57533,Climate Change,27,70,38
Turkey,1905,May,Izmir,234,53127,Lightning,25,76,41
Spain,1905,July,Catalonia,154,15095,Climate Change,40,34,56
Spain,1905,October,Andalusia,322,22350,Climate Change,41,57,36
USA,1905,July,California,216,42888,Lightning,31,61,9
USA,1905,September,Texas,226,31185,Unknown,26,53,18
USA,1905,June,Oregon,354,91136,Deforestation,25,54,59
Brazil,1905,June,Amazonas,255,92535,Lightning,38,14,33
Brazil,1905,August,Mato Grosso,275,19639,Deforestation,22,44,57
Greece,1905,July,Athens,114,25579,Climate Change,44,60,61
Greece,1905,June,Crete,43,15508,Unknown,27,40,27
Australia,1905,October,New South Wales,8,44354,Lightning,38,91,23
Australia,1905,June,Victoria,35,89562,Deforestation,42,50,63
Portugal,1905,September,Lisbon,196,45641,Lightning,38,48,61
Portugal,1905,October,Porto,347,19620,Lightning,48,13,23
Italy,1905,September,Sicily,93,33555,Lightning,26,44,18
Italy,1905,June,Sardinia,275,38962,Climate Change,31,36,10
Russia,1905,August,Siberia,222,28478,Climate Change,32,81,64
Russia,1905,August,Far East,432,17718,Unknown,21,52,19
Canada,1905,August,British Columbia,191,35403,Climate Change,31,10,61
Canada,1905,June,Alberta,274,1730,Unknown,22,29,33
France,1905,July,Corsica,490,3362,Unknown,44,71,29
France,1905,July,Provence,241,7001,Lightning,30,26,39
China,1905,October,Yunnan,189,25905,Deforestation,24,7,60
China,1905,August,Sichuan,181,9118,Climate Change,19,66,53
India,1905,May,Madhya Pradesh,131,63500,Climate Change,34,26,5
India,1905,September,Assam,49,10978,Lightning,34,81,55
Turkey,1906,August,Mugla,485,69604,Climate Change,31,28,59
Turkey,1906,June,Antalya,223,86224,Deforestation,40,63,14
Turkey,1906,September,Izmir,160,71228,Climate Change,30,6,18
Spain,1906,October,Catalonia,363,94320,Lightning,43,86,14
Spain,1906,July,Andalusia,473,64193,Climate Change,31,44,16
USA,1906,May,California,184,78488,Unknown,44,37,58
USA,1906,August,Texas,141,34585,Human,49,79,10
USA,1906,August,Oregon,485,19792,Human,22,76,28
Brazil,1906,October,Amazonas,272,91556,Deforestation,25,47,18
Brazil,1906,May,Mato Grosso,420,75576,Climate Change,37,60,7
Greece,1906,October,Athens,438,90120,Climate Change,22,53,12
Greece,1906,May,Crete,153,23766,Lightning,33,32,18
Australia,1906,October,New South Wales,151,80155,Unknown,16,42,38
Australia,1906,July,Victoria,248,97959,Lightning,27,56,59
Portugal,1906,May,Lisbon,109,99655,Unknown,33,62,57
Portugal,1906,July,Porto,288,5092,Lightning,32,52,41
Italy,1906,May,Sicily,451,55855,Lightning,18,42,28
Italy,1906,May,Sardinia,371,44019,Unknown,45,92,15
Russia,1906,September,Siberia,29,97157,Deforestation,38,77,27
Russia,1906,August,Far East,452,44141,Deforestation,17,28,6
Canada,1906,July,British Columbia,446,19838,Human,29,39,54
Canada,1906,August,Alberta,286,79634,Lightning,37,54,13
France,1906,August,Corsica,91,67866,Human,39,70,31
France,1906,July,Provence,382,28920,Human,34,53,63
China,1906,September,Yunnan,485,46039,Climate Change,29,56,47
China,1906,May,Sichuan,281,74811,Human,19,74,48
India,1906,August,Madhya Pradesh,95,25205,Climate Change,42,90,24
India,1906,July,Assam,44,56661,Lightning,39,56,62
Turkey,1907,September,Mugla,382,60752,Climate Change,43,73,60
Turkey,1907,June,Antalya,453,14111,Deforestation,44,15,40
Turkey,1907,June,Izmir,209,50142,Climate Change,42,77,59
Spain,1907,September,Catalonia,188,65106,Lightning,45,56,2
Spain,1907,October,Andalusia,44,91848,Human,15,67,55
USA,1907,June,California,409,5554,Human,36,42,9
USA,1907,October,Texas,179,60093,Climate Change,31,42,46
USA,1907,October,Oregon,167,72145,Climate Change,29,58,28
Brazil,1907,September,Amazonas,245,2562,Climate Change,49,64,7
Brazil,1907,September,Mato Grosso,474,66042,Human,48,30,48
Greece,1907,September,Athens,478,11895,Deforestation,32,8,18
Greece,1907,May,Crete,18,58929,Climate Change,21,48,16
Australia,1907,July,New South Wales,67,24142,Unknown,49,85,36
Australia,1907,July,Victoria,408,18119,Deforestation,46,52,45
Portugal,1907,September,Lisbon,385,61684,Deforestation,15,36,37
Portugal,1907,September,Porto,458,48029,Climate Change,29,72,41
Italy,1907,July,Sicily,212,4927,Unknown,40,32,67
Italy,1907,July,Sardinia,250,28907,Deforestation,45,77,46
Russia,1907,June,Siberia,268,55978,Unknown,30,34,19
Russia,1907,June,Far East,201,81880,Climate Change,48,47,46
Canada,1907,September,British Columbia,354,57321,Lightning,18,27,7
Canada,1907,June,Alberta,150,94066,Lightning,46,77,7
France,1907,July,Corsica,451,3822,Deforestation,31,8,64
France,1907,August,Provence,341,33676,Deforestation,19,36,36
China,1907,October,Yunnan,197,20535,Deforestation,27,7,10
China,1907,August,Sichuan,80,90810,Human,32,77,24
India,1907,June,Madhya Pradesh,87,16608,Climate Change,37,34,26
India,1907,August,Assam,486,32080,Human,24,82,59
Turkey,1908,October,Mugla,379,6882,Human,39,82,49
Turkey,1908,June,Antalya,270,75974,Deforestation,25,89,22
Turkey,1908,October,Izmir,177,27626,Human,16,80,43
Spain,1908,June,Catalonia,58,60510,Deforestation,30,22,60
Spain,1908,June,Andalusia,148,47465,Human,26,64,5
USA,1908,October,California,134,5022,Deforestation,41,83,8
USA,1908,October,Texas,67,23627,Unknown,26,17,44
USA,1908,May,Oregon,67,61792,Human,35,12,37
Brazil,1908,August,Amazonas,122,92096,Unknown,44,27,17
Brazil,1908,October,Mato Grosso,462,66730,Climate Change,43,71,16
Greece,1908,August,Athens,435,12305,Unknown,33,81,22
Greece,1908,September,Crete,31,23962,Unknown,43,24,26
Australia,1908,October,New South Wales,323,91399,Lightning,36,20,19
Australia,1908,September,Victoria,442,20423,Climate Change,33,91,35
Portugal,1908,September,Lisbon,431,83929,Climate Change,36,56,53
Portugal,1908,August,Porto,333,57162,Deforestation,33,42,58
Italy,1908,August,Sicily,13,83331,Unknown,32,9,21
Italy,1908,October,Sardinia,79,3848,Lightning,18,48,35
Russia,1908,September,Siberia,302,39660,Lightning,45,11,69
Russia,1908,July,Far East,494,78086,Human,35,65,32
Canada,1908,July,British Columbia,99,387,Lightning,24,6,67
Canada,1908,August,Alberta,476,98164,Climate Change,45,92,2
France,1908,July,Corsica,379,26727,Lightning,26,85,66
France,1908,August,Provence,185,56013,Lightning,38,8,20
China,1908,June,Yunnan,463,41877,Deforestation,25,71,13
China,1908,July,Sichuan,494,84862,Human,16,53,17
India,1908,June,Madhya Pradesh,320,15129,Unknown,42,29,11
India,1908,August,Assam,302,33883,Human,30,26,58
Turkey,1909,August,Mugla,246,59854,Deforestation,30,38,33
Turkey,1909,June,Antalya,93,5643,Human,26,94,11
Turkey,1909,May,Izmir,230,22291,Unknown,16,69,52
Spain,1909,August,Catalonia,168,63577,Deforestation,16,35,58
Spain,1909,October,Andalusia,198,7552,Unknown,42,88,25
USA,1909,September,California,398,19153,Climate Change,32,92,15
USA,1909,June,Texas,132,10653,Unknown,36,74,37
USA,1909,September,Oregon,424,7289,Climate Change,39,37,46
Brazil,1909,August,Amazonas,152,7797,Deforestation,37,20,60
Brazil,1909,September,Mato Grosso,456,76536,Deforestation,28,82,13
Greece,1909,May,Athens,497,57018,Climate Change,21,50,33
Greece,1909,August,Crete,405,25356,Unknown,48,9,28
Australia,1909,August,New South Wales,347,56163,Deforestation,28,83,44
Australia,1909,May,Victoria,249,40322,Deforestation,31,87,55
Portugal,1909,October,Lisbon,475,66571,Climate Change,34,39,6
