Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude,Fires_Count_transform,Burned_Area_Km_transform,Temperature_C_transform,Wind_Speed_kmh_transform,Humidity_Percent_transform
France,1885,August,Corsica,390.0,53.87,Lightning,34.0,0.69,64.0,"[1881, 1891)",42.188098,9.0683139,5.968707559985366,4.004966751070884,3.5553480614894135,4.174387269895637,0.5247285289349821
France,1885,September,Provence,333.0,193.16,Human,25.0,0.19,25.0,"[1881, 1891)",44.0145,6.2116,5.811140992976701,5.268682561418346,3.258096538021482,3.258096538021482,0.173953307123438
China,1885,October,Yunnan,423.0,938.89,Human,19.0,0.66,61.0,"[1881, 1891)",25.0453,102.7097,6.049733455231958,6.84576284713993,2.995732273553991,4.127134385045092,0.5068176023684519
China,1885,August,Sichuan,438.0,675.44,Deforestation,23.0,0.38,36.0,"[1881, 1891)",30.6509,104.0757,6.0844994130751715,6.516843751881484,3.1780538303479458,3.610917912644224,0.3220834991691133
India,1885,May,Madhya Pradesh,300.0,362.59,Unknown,43.0,0.76,12.0,"[1881, 1891)",22.9734,78.6569,5.707110264748875,5.8960268591748415,3.784189633918261,2.5649493574615367,0.5653138090500605
India,1885,May,Assam,233.0,306.23,Deforestation,35.0,0.41,6.0,"[1881, 1891)",26.2006,92.9376,5.455321115357702,5.727596652755456,3.58351893845611,1.9459101490553132,0.3435897043900769
Turkey,1886,July,Mugla,383.0,1.77,Lightning,18.0,0.93,43.0,"[1881, 1891)",37.2154,28.3634,5.950642552587727,1.0188473201992472,2.9444389791664403,3.784189633918261,0.6575200029167942
Turkey,1886,May,Antalya,406.0,434.03,Deforestation,47.0,0.27,64.0,"[1881, 1891)",36.8969,30.7133,6.008813185442595,6.075414994227914,3.871201010907891,4.174387269895637,0.2390169004704999
Turkey,1886,May,Izmir,157.0,678.28,Human,16.0,0.82,54.0,"[1881, 1891)",38.4237,27.1428,5.062595033026967,6.521033413691108,2.833213344056216,4.007333185232471,0.598836501088704
Spain,1886,July,Catalonia,43.0,676.06,Deforestation,21.0,0.55,43.0,"[1881, 1891)",41.5912,1.5209,3.784189633918261,6.517759895277663,3.091042453358316,3.784189633918261,0.4382549309311553
Spain,1886,August,Andalusia,19.0,714.24,Human,44.0,0.31,37.0,"[1881, 1891)",37.5443,4.7278,2.995732273553991,6.572618150707002,3.80666248977032,3.6375861597263857,0.2700271372130601
USA,1886,September,California,42.0,978.2,Human,41.0,0.59,34.0,"[1881, 1891)",36.7783,-118.755997,3.7612001156935624,6.886735911758062,3.737669618283368,3.5553480614894135,0.4637340162321401
USA,1886,October,Texas,200.0,191.29,Lightning,24.0,0.09,39.0,"[1881, 1891)",31.9686,-98.5456116,5.303304908059076,5.259004649162495,3.218875824868201,3.688879454113936,0.0861776962410523
USA,1886,September,Oregon,163.0,295.86,Unknown,38.0,0.56,57.0,"[1881, 1891)",43.8041,-120.737257,5.099866427824199,5.6932606471966185,3.6635616461296463,4.060443010546419,0.4446858212614457
Brazil,1886,September,Amazonas,140.0,648.72,Climate Change,18.0,0.8,46.0,"[1881, 1891)",-3.0967614,-65.8561,4.948759890378168,6.476541500851195,2.9444389791664403,3.8501476017100584,0.5877866649021191
Brazil,1886,June,Mato Grosso,415.0,165.78,Deforestation,40.0,0.47,28.0,"[1881, 1891)",-12.2115009,-55.5716547,6.030685260261263,5.116675578658839,3.713572066704308,3.367295829986474,0.3852624007906449
Greece,1886,September,Athens,152.0,779.34,Lightning,20.0,0.76,24.0,"[1881, 1891)",37.9755648,23.7348324,5.030437921392435,6.6597297221438465,3.044522437723423,3.218875824868201,0.5653138090500605
Greece,1886,June,Crete,306.0,905.74,Unknown,40.0,0.17,63.0,"[1881, 1891)",35.3084952,24.4633423,5.726847747587197,6.809855749704074,3.713572066704308,4.1588830833596715,0.1570037488096647
Australia,1886,June,New South Wales,477.0,154.28,Unknown,26.0,0.72,6.0,"[1881, 1891)",-31.8759835,147.2869493,6.169610732491456,5.045229938860754,3.295836866004329,1.9459101490553132,0.5423242908253617
Australia,1886,September,Victoria,332.0,2.26,Lightning,42.0,0.35,10.0,"[1881, 1891)",-36.5986096,144.6780052,5.808142489980444,1.181727195378616,3.7612001156935624,2.3978952727983707,0.300104592450338
Portugal,1886,October,Lisbon,55.0,444.27,Human,36.0,0.15,24.0,"[1881, 1891)",38.7077507,-9.1365919,4.02535169073515,6.098680839746026,3.610917912644224,3.218875824868201,0.1397619423751586
Portugal,1886,May,Porto,306.0,222.16,Climate Change,40.0,0.4,55.0,"[1881, 1891)",41.1502195,-8.6103497,5.726847747587197,5.407889002977328,3.713572066704308,4.02535169073515,0.3364722366212129
Italy,1886,May,Sicily,5.0,532.73,Deforestation,29.0,0.25,48.0,"[1881, 1891)",37.587794,14.155048,1.791759469228055,6.279890093114794,3.4011973816621555,3.8918202981106265,0.2231435513142097
Italy,1886,May,Sardinia,313.0,975.16,Lightning,40.0,0.45,36.0,"[1881, 1891)",40.0912813,9.0305773,5.749392985908253,6.883626507403542,3.713572066704308,3.610917912644224,0.371563556432483
Russia,1886,August,Siberia,29.0,736.09,Lightning,21.0,0.86,35.0,"[1881, 1891)",61.0137,99.1967,3.4011973816621555,6.602710001422982,3.091042453358316,3.58351893845611,0.6205764877251099
Russia,1886,July,Far East,21.0,68.83,Deforestation,38.0,0.29,53.0,"[1881, 1891)",63.3109,135.0,3.091042453358316,4.246063716857944,3.6635616461296463,3.9889840465642745,0.2546422183735807
Canada,1886,October,British Columbia,348.0,463.4,Human,43.0,0.67,23.0,"[1881, 1891)",55.001251,-125.002441,5.855071922202427,6.140746249823736,3.784189633918261,3.1780538303479458,0.5128236264286637
Canada,1886,June,Alberta,160.0,163.41,Climate Change,21.0,0.85,50.0,"[1881, 1891)",55.001251,-115.002136,5.081404364984463,5.1023633080227855,3.091042453358316,3.9318256327243257,0.6151856390902335
France,1886,August,Corsica,122.0,250.17,Unknown,21.0,0.05,14.0,"[1881, 1891)",42.188098,9.0683139,4.812184355372417,5.526130000710509,3.091042453358316,2.70805020110221,0.048790164169432
France,1886,October,Provence,219.0,25.82,Deforestation,33.0,0.66,33.0,"[1881, 1891)",44.0145,6.2116,5.393627546352362,3.2891478778535324,3.5263605246161616,3.5263605246161616,0.5068176023684519
China,1886,October,Yunnan,289.0,280.52,Climate Change,43.0,0.34,17.0,"[1881, 1891)",25.0453,102.7097,5.66988092298052,5.640203493013329,3.784189633918261,2.8903717578961645,0.29266961396282
China,1886,July,Sichuan,22.0,336.36,Deforestation,16.0,0.42,52.0,"[1881, 1891)",30.6509,104.0757,3.1354942159291497,5.8211506094383045,2.833213344056216,3.970291913552122,0.3506568716131693
India,1886,August,Madhya Pradesh,389.0,525.87,Climate Change,17.0,0.36,11.0,"[1881, 1891)",22.9734,78.6569,5.966146739123692,6.2669538387941275,2.8903717578961645,2.4849066497880004,0.3074846997479606
India,1886,June,Assam,471.0,757.29,Lightning,47.0,0.91,56.0,"[1881, 1891)",26.2006,92.9376,6.156978985585555,6.631065898227083,3.871201010907891,4.04305126783455,0.6471032420585385
Turkey,1887,August,Mugla,292.0,854.82,Climate Change,22.0,0.69,58.0,"[1881, 1891)",37.2154,28.3634,5.680172609017068,6.752060073655893,3.1354942159291497,4.07753744390572,0.5247285289349821
Turkey,1887,July,Antalya,476.0,307.78,Deforestation,22.0,0.58,68.0,"[1881, 1891)",36.8969,30.7133,6.1675164908883415,5.732629049213781,3.1354942159291497,4.23410650459726,0.4574248470388754
Turkey,1887,July,Izmir,101.0,856.95,Lightning,49.0,0.92,33.0,"[1881, 1891)",38.4237,27.1428,4.624972813284271,6.75454582273163,3.912023005428146,3.5263605246161616,0.6523251860396903
Spain,1887,October,Catalonia,495.0,122.75,Unknown,35.0,0.18,56.0,"[1881, 1891)",41.5912,1.5209,6.206575926724928,4.8182634014487995,3.58351893845611,4.04305126783455,0.1655144384775733
Spain,1887,June,Andalusia,11.0,45.25,Human,37.0,0.89,20.0,"[1881, 1891)",37.5443,4.7278,2.4849066497880004,3.834061463958434,3.6375861597263857,3.044522437723423,0.636576829071551
USA,1887,September,California,407.0,139.59,Climate Change,32.0,0.06,2.0,"[1881, 1891)",36.7783,-118.755997,6.0112671744041615,4.945847853091816,3.49650756146648,1.0986122886681098,0.0582689081239757
USA,1887,September,Texas,408.0,856.14,Lightning,16.0,0.71,13.0,"[1881, 1891)",31.9686,-98.5456116,6.013715156042802,6.753601265815989,2.833213344056216,2.6390573296152584,0.5364933705145685
USA,1887,August,Oregon,265.0,336.72,Human,48.0,0.57,45.0,"[1881, 1891)",43.8041,-120.737257,5.583496308781699,5.8222171498013,3.8918202981106265,3.828641396489095,0.4510756193602167
Brazil,1887,July,Amazonas,346.0,178.71,Human,24.0,0.34,60.0,"[1881, 1891)",-3.0967614,-65.8561,5.849324779946859,5.191344440543931,3.218875824868201,4.110873864173311,0.29266961396282
Brazil,1887,October,Mato Grosso,219.0,862.43,Human,31.0,0.18,10.0,"[1881, 1891)",-12.2115009,-55.5716547,5.393627546352362,6.76091282886937,3.4657359027997265,2.3978952727983707,0.1655144384775733
Greece,1887,June,Athens,241.0,997.08,Human,36.0,0.08,27.0,"[1881, 1891)",37.9755648,23.7348324,5.488937726156687,6.9058334334194384,3.610917912644224,3.332204510175204,0.0769610411361283
Greece,1887,June,Crete,33.0,770.08,Lightning,37.0,0.41,19.0,"[1881, 1891)",35.3084952,24.4633423,3.5263605246161616,6.647792129529391,3.6375861597263857,2.995732273553991,0.3435897043900769
Australia,1887,September,New South Wales,46.0,383.43,Human,48.0,0.21,38.0,"[1881, 1891)",-31.8759835,147.2869493,3.8501476017100584,5.95176171775536,3.8918202981106265,3.6635616461296463,0.1906203596086497
Australia,1887,May,Victoria,490.0,785.11,Climate Change,36.0,0.89,28.0,"[1881, 1891)",-36.5986096,144.6780052,6.19644412779452,6.667096731746658,3.610917912644224,3.367295829986474,0.636576829071551
Portugal,1887,May,Lisbon,291.0,826.65,Deforestation,48.0,0.16,54.0,"[1881, 1891)",38.7077507,-9.1365919,5.676753802268282,6.718590359706175,3.8918202981106265,4.007333185232471,0.1484200051182732
Portugal,1887,June,Porto,177.0,117.64,Lightning,35.0,0.66,47.0,"[1881, 1891)",41.1502195,-8.6103497,5.181783550292085,4.776093697829677,3.58351893845611,3.871201010907891,0.5068176023684519
Italy,1887,June,Sicily,314.0,612.2,Deforestation,40.0,0.33,22.0,"[1881, 1891)",37.587794,14.155048,5.752572638825633,6.418691146997659,3.713572066704308,3.1354942159291497,0.2851789422336624
Italy,1887,July,Sardinia,300.0,896.99,Unknown,49.0,0.58,56.0,"[1881, 1891)",40.0912813,9.0305773,5.707110264748875,6.800158932382734,3.912023005428146,4.04305126783455,0.4574248470388754
Russia,1887,October,Siberia,410.0,894.99,Human,34.0,0.87,63.0,"[1881, 1891)",61.0137,99.1967,6.018593214496234,6.797929252198363,3.5553480614894135,4.1588830833596715,0.6259384308664953
Russia,1887,July,Far East,369.0,389.9,Lightning,23.0,0.3,67.0,"[1881, 1891)",63.3109,135.0,5.91350300563827,5.968451772798909,3.1780538303479458,4.219507705176107,0.262364264467491
Canada,1887,September,British Columbia,77.0,151.48,Human,15.0,0.93,62.0,"[1881, 1891)",55.001251,-125.002441,4.356708826689592,5.027033439905892,2.772588722239781,4.143134726391533,0.6575200029167942
Canada,1887,July,Alberta,108.0,554.37,Human,49.0,0.07,45.0,"[1881, 1891)",55.001251,-115.002136,4.6913478822291435,6.319634558289595,3.912023005428146,3.828641396489095,0.0676586484738148
France,1887,July,Corsica,482.0,206.81,Lightning,26.0,0.23,45.0,"[1881, 1891)",42.188098,9.0683139,6.180016653652572,5.336624200702623,3.295836866004329,3.828641396489095,0.2070141693843261
France,1887,July,Provence,309.0,358.72,Human,24.0,0.61,56.0,"[1881, 1891)",44.0145,6.2116,5.736572297479192,5.8853259510463145,3.218875824868201,4.04305126783455,0.4762341789963716
China,1887,May,Yunnan,307.0,205.91,Deforestation,22.0,0.25,26.0,"[1881, 1891)",25.0453,102.7097,5.730099782973574,5.33228391611131,3.1354942159291497,3.295836866004329,0.2231435513142097
China,1887,June,Sichuan,93.0,775.54,Deforestation,40.0,0.3,48.0,"[1881, 1891)",30.6509,104.0757,4.543294782270004,6.65484815446224,3.713572066704308,3.8918202981106265,0.262364264467491
India,1887,June,Madhya Pradesh,20.0,704.42,Human,37.0,0.3,8.0,"[1881, 1891)",22.9734,78.6569,3.044522437723423,6.558793370107705,3.6375861597263857,2.1972245773362196,0.262364264467491
India,1887,October,Assam,339.0,89.2,Human,22.0,0.63,40.0,"[1881, 1891)",26.2006,92.9376,5.8289456176102075,4.502029427068578,3.1354942159291497,3.713572066704308,0.4885800148186709
Turkey,1888,July,Mugla,406.0,179.5,Lightning,31.0,0.18,32.0,"[1881, 1891)",37.2154,28.3634,6.008813185442595,5.195730777772936,3.4657359027997265,3.49650756146648,0.1655144384775733
Turkey,1888,July,Antalya,112.0,965.43,Climate Change,48.0,0.07,38.0,"[1881, 1891)",36.8969,30.7133,4.727387818712341,6.873608869745083,3.8918202981106265,3.6635616461296463,0.0676586484738148
Turkey,1888,July,Izmir,428.0,973.41,Unknown,29.0,0.08,26.0,"[1881, 1891)",38.4237,27.1428,6.061456918928017,6.881832159628751,3.4011973816621555,3.295836866004329,0.0769610411361283
Spain,1888,September,Catalonia,214.0,943.23,Climate Change,16.0,0.59,43.0,"[1881, 1891)",41.5912,1.5209,5.3706380281276624,6.8503697805369015,2.833213344056216,3.784189633918261,0.4637340162321401
Spain,1888,June,Andalusia,418.0,295.3,Climate Change,27.0,0.22,33.0,"[1881, 1891)",37.5443,4.7278,6.037870919922137,5.691372454579519,3.332204510175204,3.5263605246161616,0.1988508587451652
USA,1888,July,California,383.0,400.74,Unknown,43.0,0.66,63.0,"[1881, 1891)",36.7783,-118.755997,5.950642552587727,5.995805113206402,3.784189633918261,4.1588830833596715,0.5068176023684519
USA,1888,September,Texas,240.0,130.84,Unknown,24.0,0.34,26.0,"[1881, 1891)",31.9686,-98.5456116,5.484796933490655,4.881589066161162,3.218875824868201,3.295836866004329,0.29266961396282
USA,1888,August,Oregon,393.0,109.16,Human,17.0,0.49,15.0,"[1881, 1891)",43.8041,-120.737257,5.976350909297934,4.7019338544204,2.8903717578961645,2.772588722239781,0.3987761199573678
Brazil,1888,October,Amazonas,328.0,330.13,Climate Change,39.0,0.52,66.0,"[1881, 1891)",-3.0967614,-65.8561,5.796057750765372,5.80251104751598,3.688879454113936,4.204692619390966,0.418710334858185
Brazil,1888,September,Mato Grosso,498.0,355.0,Human,38.0,0.72,13.0,"[1881, 1891)",-12.2115009,-55.5716547,6.212606095751519,5.87493073085203,3.6635616461296463,2.6390573296152584,0.5423242908253617
Greece,1888,July,Athens,297.0,451.28,Deforestation,20.0,0.43,57.0,"[1881, 1891)",37.9755648,23.7348324,5.697093486505405,6.114301457067044,3.044522437723423,4.060443010546419,0.3576744442718159
Greece,1888,October,Crete,348.0,298.57,Climate Change,48.0,0.29,53.0,"[1881, 1891)",35.3084952,24.4633423,5.855071922202427,5.702348113118021,3.8918202981106265,3.9889840465642745,0.2546422183735807
Australia,1888,August,New South Wales,63.0,570.79,Climate Change,24.0,0.61,42.0,"[1881, 1891)",-31.8759835,147.2869493,4.1588830833596715,6.3487717911028945,3.218875824868201,3.7612001156935624,0.4762341789963716
Australia,1888,May,Victoria,263.0,142.99,Climate Change,19.0,0.58,48.0,"[1881, 1891)",-36.5986096,144.6780052,5.575949103146316,4.969743852720179,2.995732273553991,3.8918202981106265,0.4574248470388754
Portugal,1888,May,Lisbon,13.0,769.98,Unknown,49.0,0.54,63.0,"[1881, 1891)",38.7077507,-9.1365919,2.6390573296152584,6.647662432889649,3.912023005428146,4.1588830833596715,0.4317824164255378
Portugal,1888,May,Porto,220.0,246.78,Deforestation,27.0,0.93,69.0,"[1881, 1891)",41.1502195,-8.6103497,5.3981627015177525,5.512541255687593,3.332204510175204,4.248495242049359,0.6575200029167942
Italy,1888,October,Sicily,361.0,177.74,Human,17.0,0.33,10.0,"[1881, 1891)",37.587794,14.155048,5.8916442118257715,5.185932235953246,2.8903717578961645,2.3978952727983707,0.2851789422336624
Italy,1888,July,Sardinia,413.0,889.01,Unknown,23.0,0.83,41.0,"[1881, 1891)",40.0912813,9.0305773,6.025865973825314,6.791232698618119,3.1780538303479458,3.737669618283368,0.6043159668533296
Russia,1888,May,Siberia,265.0,588.62,Deforestation,48.0,0.92,39.0,"[1881, 1891)",61.0137,99.1967,5.583496308781699,6.37947826160239,3.8918202981106265,3.688879454113936,0.6523251860396903
Russia,1888,July,Far East,393.0,709.31,Lightning,32.0,0.74,38.0,"[1881, 1891)",63.3109,135.0,5.976350909297934,6.565701494463018,3.49650756146648,3.6635616461296463,0.5538851132264376
Canada,1888,August,British Columbia,180.0,31.2,Unknown,19.0,0.81,41.0,"[1881, 1891)",55.001251,-125.002441,5.198497031265826,3.471966452550362,2.995732273553991,3.737669618283368,0.5933268452777344
Canada,1888,September,Alberta,228.0,24.96,Deforestation,17.0,0.6,41.0,"[1881, 1891)",55.001251,-115.002136,5.43372200355424,3.25655689183589,2.8903717578961645,3.737669618283368,0.4700036292457355
France,1888,June,Corsica,44.0,922.08,Climate Change,47.0,0.1,20.0,"[1881, 1891)",42.188098,9.0683139,3.80666248977032,6.827715904636379,3.871201010907891,3.044522437723423,0.0953101798043248
France,1888,August,Provence,357.0,969.26,Deforestation,27.0,0.49,54.0,"[1881, 1891)",44.0145,6.2116,5.8805329864007,6.877564076817907,3.332204510175204,4.007333185232471,0.3987761199573678
China,1888,June,Yunnan,360.0,863.06,Deforestation,21.0,0.09,46.0,"[1881, 1891)",25.0453,102.7097,5.8888779583328805,6.761642210837346,3.091042453358316,3.8501476017100584,0.0861776962410523
China,1888,June,Sichuan,253.0,492.38,Lightning,24.0,0.36,54.0,"[1881, 1891)",30.6509,104.0757,5.537334267018537,6.2012796682108595,3.218875824868201,4.007333185232471,0.3074846997479606
India,1888,October,Madhya Pradesh,43.0,923.41,Unknown,16.0,0.82,13.0,"[1881, 1891)",22.9734,78.6569,3.784189633918261,6.829155696169494,2.833213344056216,2.6390573296152584,0.598836501088704
India,1888,June,Assam,228.0,958.56,Deforestation,31.0,0.64,65.0,"[1881, 1891)",26.2006,92.9376,5.43372200355424,6.866474846061721,3.4657359027997265,4.189654742026425,0.494696241836107
Turkey,1889,September,Mugla,167.0,11.07,Deforestation,44.0,0.75,64.0,"[1881, 1891)",37.2154,28.3634,5.123963979403259,2.4907230351094403,3.80666248977032,4.174387269895637,0.5596157879354227
Turkey,1889,August,Antalya,64.0,914.57,Climate Change,43.0,0.26,69.0,"[1881, 1891)",36.8969,30.7133,4.174387269895637,6.819546822141876,3.784189633918261,4.248495242049359,0.2311117209633866
Turkey,1889,August,Izmir,356.0,456.39,Lightning,18.0,0.68,18.0,"[1881, 1891)",38.4237,27.1428,5.877735781779639,6.125536418647458,2.9444389791664403,2.9444389791664403,0.5187937934151676
Spain,1889,August,Catalonia,410.0,639.88,Lightning,15.0,0.26,51.0,"[1881, 1891)",41.5912,1.5209,6.018593214496234,6.462842231906861,2.772588722239781,3.951243718581427,0.2311117209633866
Spain,1889,October,Andalusia,196.0,249.6,Unknown,49.0,0.56,8.0,"[1881, 1891)",37.5443,4.7278,5.2832037287379885,5.523858042461968,3.912023005428146,2.1972245773362196,0.4446858212614457
USA,1889,September,California,399.0,441.64,Deforestation,25.0,0.62,27.0,"[1881, 1891)",36.7783,-118.755997,5.991464547107982,6.092756798589854,3.258096538021482,3.332204510175204,0.4824261492442927
USA,1889,June,Texas,434.0,131.25,Climate Change,18.0,0.85,14.0,"[1881, 1891)",31.9686,-98.5456116,6.075346031088684,4.8846940707384086,2.9444389791664403,2.70805020110221,0.6151856390902335
USA,1889,May,Oregon,43.0,689.78,Climate Change,43.0,0.79,33.0,"[1881, 1891)",43.8041,-120.737257,3.784189633918261,6.537821393913628,3.784189633918261,3.5263605246161616,0.5822156198526637
Brazil,1889,June,Amazonas,179.0,788.97,Unknown,36.0,0.79,28.0,"[1881, 1891)",-3.0967614,-65.8561,5.19295685089021,6.671994970056466,3.610917912644224,3.367295829986474,0.5822156198526637
Brazil,1889,July,Mato Grosso,341.0,445.13,Unknown,42.0,0.25,48.0,"[1881, 1891)",-12.2115009,-55.5716547,5.834810737062605,6.100610389368702,3.7612001156935624,3.8918202981106265,0.2231435513142097
Greece,1889,September,Athens,447.0,534.31,Deforestation,19.0,0.07,2.0,"[1881, 1891)",37.9755648,23.7348324,6.104793232414985,6.28284601833824,2.995732273553991,1.0986122886681098,0.0676586484738148
Greece,1889,June,Crete,384.0,200.82,Lightning,49.0,0.68,26.0,"[1881, 1891)",35.3084952,24.4633423,5.953243334287785,5.307376211036383,3.912023005428146,3.295836866004329,0.5187937934151676
