Country,Year,Month,Region,Fires_Count,Burned_Area_Km,Cause,Temperature_C,Humidity_Percent,Wind_Speed_kmh,Period,Latitude,Longitude
Spain,1890,September,Andalusia,97,164.09,Human,21,0.8,50,"[1881, 1891)",37.5443,4.7278
USA,1890,October,California,217,594.21,Climate Change,38,0.24,38,"[1881, 1891)",36.7783,-118.755997
USA,1890,August,Texas,224,260.63,Unknown,38,0.54,50,"[1881, 1891)",31.9686,-98.5456116
USA,1890,July,Oregon,100,652.28,Unknown,48,0.7,35,"[1881, 1891)",43.8041,-120.737257
Brazil,1890,August,Amazonas,266,454.5,Lightning,26,0.07,19,"[1881, 1891)",-3.0967614,-65.8561
Brazil,1890,September,Mato Grosso,403,571.56,Deforestation,40,0.12,43,"[1881, 1891)",-12.2115009,-55.5716547
Greece,1890,August,Athens,18,884.97,Lightning,19,0.42,42,"[1881, 1891)",37.9755648,23.7348324
Greece,1890,October,Crete,320,946.88,Human,34,0.06,18,"[1881, 1891)",35.3084952,24.4633423
Australia,1890,July,New South Wales,349,922.52,Unknown,16,0.39,6,"[1881, 1891)",-31.8759835,147.2869493
Australia,1890,May,Victoria,428,865.75,Unknown,37,0.51,32,"[1881, 1891)",-36.5986096,144.6780052
Portugal,1890,July,Lisbon,14,448.38,Lightning,43,0.14,2,"[1881, 1891)",38.7077507,-9.1365919
Portugal,1890,September,Porto,280,796.3,Unknown,15,0.61,65,"[1881, 1891)",41.1502195,-8.6103497
Italy,1890,October,Sicily,472,852.12,Deforestation,26,0.41,50,"[1881, 1891)",37.587794,14.155048
Italy,1890,May,Sardinia,124,262.55,Unknown,29,0.1,62,"[1881, 1891)",40.0912813,9.0305773
Russia,1890,August,Siberia,374,816.37,Human,34,0.3,30,"[1881, 1891)",61.0137,99.1967
Russia,1890,May,Far East,123,11.58,Climate Change,19,0.37,52,"[1881, 1891)",63.3109,135
Canada,1890,October,British Columbia,16,413.35,Climate Change,38,0.47,51,"[1881, 1891)",55.001251,-125.002441
Canada,1890,September,Alberta,189,154.98,Deforestation,37,0.48,39,"[1881, 1891)",55.001251,-115.002136
France,1890,August,Corsica,155,230.11,Climate Change,30,0.54,9,"[1881, 1891)",42.188098,9.0683139
France,1890,June,Provence,345,232.96,Climate Change,36,0.51,35,"[1881, 1891)",44.0145,6.2116
China,1890,May,Yunnan,315,156.77,Deforestation,24,0.34,18,"[1881, 1891)",25.0453,102.7097
China,1890,June,Sichuan,140,659.38,Human,26,0.76,47,"[1881, 1891)",30.6509,104.0757
India,1890,August,Madhya Pradesh,293,319.9,Climate Change,19,0.94,63,"[1881, 1891)",22.9734,78.6569
India,1890,August,Assam,454,171.87,Human,47,0.45,49,"[1881, 1891)",26.2006,92.9376
Turkey,1891,September,Mugla,77,852.5,Human,25,0.72,5,"[1891, 1901)",37.2154,28.3634
Turkey,1891,October,Antalya,23,650.65,Lightning,32,0.17,24,"[1891, 1901)",36.8969,30.7133
Turkey,1891,July,Izmir,369,38.12,Human,35,0.19,66,"[1891, 1901)",38.4237,27.1428
Spain,1891,August,Catalonia,203,92.08,Deforestation,43,0.93,34,"[1891, 1901)",41.5912,1.5209
Spain,1891,May,Andalusia,228,937.8,Deforestation,40,0.15,67,"[1891, 1901)",37.5443,4.7278
USA,1891,October,California,269,227.12,Lightning,22,0.52,67,"[1891, 1901)",36.7783,-118.755997
USA,1891,October,Texas,416,314.48,Climate Change,40,0.29,13,"[1891, 1901)",31.9686,-98.5456116
USA,1891,September,Oregon,486,536.51,Climate Change,29,0.48,16,"[1891, 1901)",43.8041,-120.737257
Brazil,1891,July,Amazonas,436,270.66,Lightning,35,0.27,48,"[1891, 1901)",-3.0967614,-65.8561
Brazil,1891,September,Mato Grosso,128,394.1,Human,25,0.55,16,"[1891, 1901)",-12.2115009,-55.5716547
Greece,1891,August,Athens,281,377.5,Lightning,28,0.72,53,"[1891, 1901)",37.9755648,23.7348324
Greece,1891,October,Crete,31,427.52,Unknown,49,0.12,17,"[1891, 1901)",35.3084952,24.4633423
Australia,1891,June,New South Wales,424,642.57,Lightning,16,0.53,5,"[1891, 1901)",-31.8759835,147.2869493
Australia,1891,June,Victoria,349,864.65,Deforestation,21,0.78,40,"[1891, 1901)",-36.5986096,144.6780052
Portugal,1891,September,Lisbon,163,37.54,Human,34,0.72,8,"[1891, 1901)",38.7077507,-9.1365919
Portugal,1891,October,Porto,389,217.75,Climate Change,27,0.26,22,"[1891, 1901)",41.1502195,-8.6103497
Italy,1891,October,Sicily,224,941.88,Lightning,23,0.19,11,"[1891, 1901)",37.587794,14.155048
Italy,1891,June,Sardinia,125,754.88,Lightning,22,0.28,50,"[1891, 1901)",40.0912813,9.0305773
Russia,1891,June,Siberia,351,341.84,Unknown,38,0.23,61,"[1891, 1901)",61.0137,99.1967
Russia,1891,June,Far East,349,657.81,Deforestation,24,0.59,48,"[1891, 1901)",63.3109,135
Canada,1891,May,British Columbia,487,177.33,Human,35,0.85,23,"[1891, 1901)",55.001251,-125.002441
Canada,1891,September,Alberta,147,926.78,Unknown,21,0.36,12,"[1891, 1901)",55.001251,-115.002136
France,1891,June,Corsica,461,273.13,Climate Change,39,0.06,65,"[1891, 1901)",42.188098,9.0683139
France,1891,July,Provence,267,652.08,Lightning,17,0.46,40,"[1891, 1901)",44.0145,6.2116
China,1891,May,Yunnan,245,558.54,Unknown,33,0.72,43,"[1891, 1901)",25.0453,102.7097
China,1891,September,Sichuan,498,124.23,Climate Change,47,0.4,4,"[1891, 1901)",30.6509,104.0757
India,1891,May,Madhya Pradesh,140,547.24,Deforestation,20,0.45,69,"[1891, 1901)",22.9734,78.6569
India,1891,September,Assam,53,644.15,Lightning,19,0.48,28,"[1891, 1901)",26.2006,92.9376
Turkey,1892,September,Mugla,268,566.49,Lightning,17,0.48,59,"[1891, 1901)",37.2154,28.3634
Turkey,1892,July,Antalya,346,982.17,Lightning,37,0.48,3,"[1891, 1901)",36.8969,30.7133
Turkey,1892,October,Izmir,213,97.86,Unknown,22,0.26,45,"[1891, 1901)",38.4237,27.1428
Spain,1892,June,Catalonia,40,429.28,Climate Change,45,0.51,56,"[1891, 1901)",41.5912,1.5209
Spain,1892,June,Andalusia,450,888.33,Human,30,0.16,18,"[1891, 1901)",37.5443,4.7278
USA,1892,August,California,140,399.91,Deforestation,30,0.34,24,"[1891, 1901)",36.7783,-118.755997
USA,1892,August,Texas,119,483.31,Climate Change,34,0.69,31,"[1891, 1901)",31.9686,-98.5456116
USA,1892,September,Oregon,88,860.57,Lightning,22,0.36,34,"[1891, 1901)",43.8041,-120.737257
Brazil,1892,September,Amazonas,276,107.99,Unknown,48,0.18,37,"[1891, 1901)",-3.0967614,-65.8561
Brazil,1892,May,Mato Grosso,155,882.77,Climate Change,16,0.89,3,"[1891, 1901)",-12.2115009,-55.5716547
Greece,1892,July,Athens,253,845.16,Deforestation,17,0.56,63,"[1891, 1901)",37.9755648,23.7348324
Greece,1892,June,Crete,200,650.77,Deforestation,36,0.47,16,"[1891, 1901)",35.3084952,24.4633423
Australia,1892,October,New South Wales,320,647.12,Unknown,26,0.53,43,"[1891, 1901)",-31.8759835,147.2869493
Australia,1892,October,Victoria,86,875.68,Deforestation,44,0.92,31,"[1891, 1901)",-36.5986096,144.6780052
Portugal,1892,October,Lisbon,138,523.9,Unknown,28,0.77,16,"[1891, 1901)",38.7077507,-9.1365919
Portugal,1892,September,Porto,167,68.21,Deforestation,16,0.39,21,"[1891, 1901)",41.1502195,-8.6103497
Italy,1892,June,Sicily,260,945.73,Human,16,0.29,55,"[1891, 1901)",37.587794,14.155048
Italy,1892,May,Sardinia,168,739.22,Human,30,0.58,53,"[1891, 1901)",40.0912813,9.0305773
Russia,1892,July,Siberia,487,512.12,Human,27,0.12,22,"[1891, 1901)",61.0137,99.1967
Russia,1892,June,Far East,456,170.2,Unknown,26,0.36,14,"[1891, 1901)",63.3109,135
Canada,1892,October,British Columbia,24,522.88,Unknown,20,0.36,44,"[1891, 1901)",55.001251,-125.002441
Canada,1892,October,Alberta,134,929.22,Deforestation,45,0.09,35,"[1891, 1901)",55.001251,-115.002136
France,1892,June,Corsica,349,557.77,Deforestation,45,0.6,10,"[1891, 1901)",42.188098,9.0683139
France,1892,July,Provence,153,710.84,Unknown,21,0.84,17,"[1891, 1901)",44.0145,6.2116
China,1892,August,Yunnan,101,976.39,Unknown,31,0.56,53,"[1891, 1901)",25.0453,102.7097
China,1892,August,Sichuan,128,571.09,Climate Change,49,0.11,28,"[1891, 1901)",30.6509,104.0757
India,1892,August,Madhya Pradesh,474,999.53,Climate Change,36,0.09,56,"[1891, 1901)",22.9734,78.6569
India,1892,June,Assam,66,899.18,Climate Change,29,0.25,11,"[1891, 1901)",26.2006,92.9376
Turkey,1893,June,Mugla,380,56.42,Climate Change,15,0.17,54,"[1891, 1901)",37.2154,28.3634
Turkey,1893,June,Antalya,489,535.2,Unknown,31,0.64,12,"[1891, 1901)",36.8969,30.7133
Turkey,1893,September,Izmir,312,294,Lightning,18,0.38,53,"[1891, 1901)",38.4237,27.1428
Spain,1893,August,Catalonia,86,213.23,Deforestation,43,0.56,30,"[1891, 1901)",41.5912,1.5209
Spain,1893,October,Andalusia,46,554.16,Lightning,27,0.68,18,"[1891, 1901)",37.5443,4.7278
USA,1893,May,California,429,647.41,Unknown,43,0.14,59,"[1891, 1901)",36.7783,-118.755997
USA,1893,August,Texas,236,910,Unknown,25,0.38,9,"[1891, 1901)",31.9686,-98.5456116
USA,1893,July,Oregon,218,514.99,Human,29,0.21,61,"[1891, 1901)",43.8041,-120.737257
Brazil,1893,September,Amazonas,471,477.84,Unknown,15,0.91,9,"[1891, 1901)",-3.0967614,-65.8561
Brazil,1893,September,Mato Grosso,204,610.2,Deforestation,15,0.55,25,"[1891, 1901)",-12.2115009,-55.5716547
Greece,1893,July,Athens,156,769.16,Climate Change,34,0.25,59,"[1891, 1901)",37.9755648,23.7348324
Greece,1893,October,Crete,232,99.66,Unknown,29,0.87,8,"[1891, 1901)",35.3084952,24.4633423
Australia,1893,July,New South Wales,32,580.06,Deforestation,19,0.09,9,"[1891, 1901)",-31.8759835,147.2869493
Australia,1893,June,Victoria,42,283.7,Unknown,31,0.12,26,"[1891, 1901)",-36.5986096,144.6780052
Portugal,1893,May,Lisbon,454,968.18,Lightning,17,0.53,37,"[1891, 1901)",38.7077507,-9.1365919
Portugal,1893,October,Porto,328,262.89,Human,39,0.66,11,"[1891, 1901)",41.1502195,-8.6103497
Italy,1893,September,Sicily,168,253.27,Deforestation,16,0.17,54,"[1891, 1901)",37.587794,14.155048
Italy,1893,August,Sardinia,230,579.66,Lightning,29,0.21,41,"[1891, 1901)",40.0912813,9.0305773
Russia,1893,June,Siberia,187,451,Human,28,0.93,23,"[1891, 1901)",61.0137,99.1967
Russia,1893,August,Far East,418,143.91,Climate Change,46,0.55,47,"[1891, 1901)",63.3109,135
Canada,1893,May,British Columbia,380,614.32,Deforestation,46,0.43,13,"[1891, 1901)",55.001251,-125.002441
Canada,1893,May,Alberta,435,569.49,Climate Change,27,0.25,9,"[1891, 1901)",55.001251,-115.002136
France,1893,October,Corsica,364,556.33,Unknown,46,0.79,23,"[1891, 1901)",42.188098,9.0683139
France,1893,July,Provence,349,436.41,Unknown,43,0.17,3,"[1891, 1901)",44.0145,6.2116
China,1893,September,Yunnan,217,558.31,Deforestation,45,0.83,24,"[1891, 1901)",25.0453,102.7097
China,1893,August,Sichuan,465,38.54,Climate Change,47,0.6,4,"[1891, 1901)",30.6509,104.0757
India,1893,October,Madhya Pradesh,23,820.42,Climate Change,44,0.43,26,"[1891, 1901)",22.9734,78.6569
India,1893,September,Assam,115,882.99,Lightning,30,0.76,2,"[1891, 1901)",26.2006,92.9376
Turkey,1894,August,Mugla,265,497.66,Human,18,0.68,11,"[1891, 1901)",37.2154,28.3634
Turkey,1894,September,Antalya,388,802.02,Deforestation,41,0.7,42,"[1891, 1901)",36.8969,30.7133
Turkey,1894,September,Izmir,397,849.99,Lightning,40,0.62,55,"[1891, 1901)",38.4237,27.1428
Spain,1894,August,Catalonia,213,635.37,Human,48,0.57,21,"[1891, 1901)",41.5912,1.5209
Spain,1894,July,Andalusia,404,899.22,Deforestation,18,0.08,21,"[1891, 1901)",37.5443,4.7278
USA,1894,June,California,28,666.49,Deforestation,40,0.41,55,"[1891, 1901)",36.7783,-118.755997
USA,1894,September,Texas,206,922.97,Unknown,34,0.21,5,"[1891, 1901)",31.9686,-98.5456116
USA,1894,September,Oregon,18,692.22,Climate Change,30,0.62,56,"[1891, 1901)",43.8041,-120.737257
Brazil,1894,August,Amazonas,392,368.27,Lightning,44,0.86,20,"[1891, 1901)",-3.0967614,-65.8561
Brazil,1894,August,Mato Grosso,64,690.26,Deforestation,36,0.28,31,"[1891, 1901)",-12.2115009,-55.5716547
Greece,1894,June,Athens,490,135.28,Unknown,33,0.52,46,"[1891, 1901)",37.9755648,23.7348324
Greece,1894,August,Crete,354,289.54,Human,47,0.22,64,"[1891, 1901)",35.3084952,24.4633423
Australia,1894,August,New South Wales,117,848.3,Unknown,25,0.61,46,"[1891, 1901)",-31.8759835,147.2869493
Australia,1894,May,Victoria,405,453.53,Unknown,34,0.51,16,"[1891, 1901)",-36.5986096,144.6780052
Portugal,1894,October,Lisbon,51,841.45,Unknown,25,0.13,17,"[1891, 1901)",38.7077507,-9.1365919
Portugal,1894,September,Porto,65,84.29,Lightning,17,0.81,52,"[1891, 1901)",41.1502195,-8.6103497
Italy,1894,September,Sicily,407,834.69,Deforestation,40,0.73,65,"[1891, 1901)",37.587794,14.155048
Italy,1894,September,Sardinia,472,21.96,Climate Change,24,0.68,6,"[1891, 1901)",40.0912813,9.0305773
Russia,1894,August,Siberia,74,263.01,Unknown,49,0.05,25,"[1891, 1901)",61.0137,99.1967
Russia,1894,May,Far East,104,429.21,Human,45,0.88,25,"[1891, 1901)",63.3109,135
Canada,1894,May,British Columbia,40,233.52,Unknown,44,0.9,8,"[1891, 1901)",55.001251,-125.002441
Canada,1894,July,Alberta,443,197.75,Lightning,30,0.2,55,"[1891, 1901)",55.001251,-115.002136
France,1894,June,Corsica,221,330.72,Unknown,23,0.49,57,"[1891, 1901)",42.188098,9.0683139
France,1894,July,Provence,88,408.85,Lightning,35,0.72,51,"[1891, 1901)",44.0145,6.2116
China,1894,May,Yunnan,479,978.98,Lightning,46,0.79,21,"[1891, 1901)",25.0453,102.7097
China,1894,September,Sichuan,430,775.65,Unknown,28,0.61,38,"[1891, 1901)",30.6509,104.0757
India,1894,June,Madhya Pradesh,25,283.28,Deforestation,37,0.94,38,"[1891, 1901)",22.9734,78.6569
India,1894,May,Assam,407,578.14,Human,35,0.16,62,"[1891, 1901)",26.2006,92.9376
Turkey,1895,May,Mugla,165,74.45,Climate Change,18,0.75,34,"[1891, 1901)",37.2154,28.3634
Turkey,1895,May,Antalya,156,979.52,Climate Change,48,0.32,59,"[1891, 1901)",36.8969,30.7133
Turkey,1895,July,Izmir,173,558.18,Human,31,0.74,66,"[1891, 1901)",38.4237,27.1428
Spain,1895,June,Catalonia,345,835.57,Human,16,0.78,17,"[1891, 1901)",41.5912,1.5209
Spain,1895,July,Andalusia,129,693.86,Unknown,38,0.44,39,"[1891, 1901)",37.5443,4.7278
USA,1895,August,California,63,488.77,Deforestation,46,0.11,22,"[1891, 1901)",36.7783,-118.755997
USA,1895,August,Texas,158,639.7,Unknown,36,0.19,15,"[1891, 1901)",31.9686,-98.5456116
USA,1895,July,Oregon,385,277.24,Lightning,42,0.3,64,"[1891, 1901)",43.8041,-120.737257
Brazil,1895,June,Amazonas,413,223.63,Deforestation,22,0.48,43,"[1891, 1901)",-3.0967614,-65.8561
Brazil,1895,August,Mato Grosso,231,213.53,Unknown,37,0.93,51,"[1891, 1901)",-12.2115009,-55.5716547
Greece,1895,July,Athens,407,69.52,Deforestation,25,0.16,9,"[1891, 1901)",37.9755648,23.7348324
Greece,1895,August,Crete,480,219,Unknown,35,0.76,56,"[1891, 1901)",35.3084952,24.4633423
Australia,1895,May,New South Wales,51,409.46,Lightning,34,0.74,13,"[1891, 1901)",-31.8759835,147.2869493
Australia,1895,June,Victoria,267,378.11,Deforestation,17,0.31,41,"[1891, 1901)",-36.5986096,144.6780052
Portugal,1895,October,Lisbon,421,852.2,Climate Change,46,0.52,5,"[1891, 1901)",38.7077507,-9.1365919
Portugal,1895,October,Porto,458,557.61,Deforestation,46,0.13,13,"[1891, 1901)",41.1502195,-8.6103497
Italy,1895,July,Sicily,306,545,Climate Change,35,0.34,14,"[1891, 1901)",37.587794,14.155048
Italy,1895,June,Sardinia,264,337.91,Lightning,45,0.63,28,"[1891, 1901)",40.0912813,9.0305773
Russia,1895,September,Siberia,29,555.26,Human,18,0.29,21,"[1891, 1901)",61.0137,99.1967
Russia,1895,June,Far East,158,888.08,Deforestation,42,0.13,51,"[1891, 1901)",63.3109,135
Canada,1895,October,British Columbia,215,819.35,Human,25,0.7,48,"[1891, 1901)",55.001251,-125.002441
Canada,1895,August,Alberta,368,189.88,Climate Change,38,0.9,4,"[1891, 1901)",55.001251,-115.002136
France,1895,August,Corsica,480,592.65,Lightning,35,0.32,63,"[1891, 1901)",42.188098,9.0683139
France,1895,May,Provence,473,591.42,Unknown,48,0.45,52,"[1891, 1901)",44.0145,6.2116
China,1895,June,Yunnan,318,339.66,Human,37,0.52,23,"[1891, 1901)",25.0453,102.7097
China,1895,May,Sichuan,329,560.15,Deforestation,44,0.19,36,"[1891, 1901)",30.6509,104.0757
India,1895,May,Madhya Pradesh,216,276.16,Lightning,16,0.44,29,"[1891, 1901)",22.9734,78.6569
India,1895,October,Assam,205,386.47,Unknown,15,0.76,64,"[1891, 1901)",26.2006,92.9376
Turkey,1896,July,Mugla,8,988.45,Human,29,0.67,22,"[1891, 1901)",37.2154,28.3634
Turkey,1896,July,Antalya,317,939.12,Climate Change,28,0.8,18,"[1891, 1901)",36.8969,30.7133
Turkey,1896,May,Izmir,359,510.39,Climate Change,29,0.86,7,"[1891, 1901)",38.4237,27.1428
Spain,1896,July,Catalonia,223,680.9,Deforestation,41,0.5,39,"[1891, 1901)",41.5912,1.5209
Spain,1896,October,Andalusia,104,866.16,Deforestation,33,0.34,26,"[1891, 1901)",37.5443,4.7278
USA,1896,October,California,158,346.18,Human,33,0.55,4,"[1891, 1901)",36.7783,-118.755997
USA,1896,June,Texas,279,243.64,Unknown,34,0.49,64,"[1891, 1901)",31.9686,-98.5456116
USA,1896,May,Oregon,255,140.47,Human,33,0.51,15,"[1891, 1901)",43.8041,-120.737257
Brazil,1896,October,Amazonas,441,797.76,Unknown,31,0.34,10,"[1891, 1901)",-3.0967614,-65.8561
Brazil,1896,May,Mato Grosso,380,644.07,Human,28,0.79,54,"[1891, 1901)",-12.2115009,-55.5716547
Greece,1896,July,Athens,493,983.34,Human,18,0.72,9,"[1891, 1901)",37.9755648,23.7348324
Greece,1896,June,Crete,365,898.09,Human,30,0.66,49,"[1891, 1901)",35.3084952,24.4633423
Australia,1896,October,New South Wales,272,544.06,Deforestation,35,0.25,49,"[1891, 1901)",-31.8759835,147.2869493
Australia,1896,August,Victoria,361,430.46,Unknown,47,0.77,62,"[1891, 1901)",-36.5986096,144.6780052
Portugal,1896,May,Lisbon,328,912.7,Human,48,0.92,66,"[1891, 1901)",38.7077507,-9.1365919
Portugal,1896,September,Porto,347,322.74,Unknown,26,0.5,48,"[1891, 1901)",41.1502195,-8.6103497
Italy,1896,May,Sicily,151,267.49,Unknown,43,0.26,22,"[1891, 1901)",37.587794,14.155048
Italy,1896,July,Sardinia,42,961.19,Human,43,0.55,5,"[1891, 1901)",40.0912813,9.0305773
Russia,1896,August,Siberia,32,991.75,Unknown,17,0.9,67,"[1891, 1901)",61.0137,99.1967
Russia,1896,June,Far East,351,112.9,Human,15,0.76,39,"[1891, 1901)",63.3109,135
Canada,1896,October,British Columbia,218,940.05,Human,26,0.1,28,"[1891, 1901)",55.001251,-125.002441
Canada,1896,July,Alberta,384,291.33,Human,43,0.44,15,"[1891, 1901)",55.001251,-115.002136
France,1896,July,Corsica,436,561.44,Unknown,27,0.65,50,"[1891, 1901)",42.188098,9.0683139
France,1896,October,Provence,373,586.57,Deforestation,34,0.94,40,"[1891, 1901)",44.0145,6.2116
China,1896,September,Yunnan,249,171.87,Lightning,23,0.92,38,"[1891, 1901)",25.0453,102.7097
China,1896,May,Sichuan,45,337.23,Climate Change,27,0.68,12,"[1891, 1901)",30.6509,104.0757
India,1896,October,Madhya Pradesh,151,214.86,Climate Change,15,0.44,20,"[1891, 1901)",22.9734,78.6569
India,1896,August,Assam,76,783.79,Climate Change,26,0.65,34,"[1891, 1901)",26.2006,92.9376
Turkey,1897,September,Mugla,94,554.98,Unknown,19,0.12,26,"[1891, 1901)",37.2154,28.3634
Turkey,1897,July,Antalya,178,792.9,Climate Change,37,0.53,48,"[1891, 1901)",36.8969,30.7133
Turkey,1897,August,Izmir,342,468.37,Lightning,18,0.37,37,"[1891, 1901)",38.4237,27.1428
Spain,1897,June,Catalonia,489,980.38,Unknown,34,0.8,16,"[1891, 1901)",41.5912,1.5209
Spain,1897,May,Andalusia,427,715.25,Climate Change,24,0.7,52,"[1891, 1901)",37.5443,4.7278
USA,1897,July,California,465,747.37,Lightning,23,0.43,29,"[1891, 1901)",36.7783,-118.755997
USA,1897,July,Texas,88,601.58,Climate Change,16,0.42,4,"[1891, 1901)",31.9686,-98.5456116
USA,1897,October,Oregon,300,228.85,Human,26,0.39,66,"[1891, 1901)",43.8041,-120.737257
Brazil,1897,September,Amazonas,467,318.05,Climate Change,35,0.66,50,"[1891, 1901)",-3.0967614,-65.8561
Brazil,1897,May,Mato Grosso,283,506.83,Human,42,0.25,55,"[1891, 1901)",-12.2115009,-55.5716547
Greece,1897,July,Athens,150,363.68,Human,44,0.64,33,"[1891, 1901)",37.9755648,23.7348324
Greece,1897,July,Crete,199,791.03,Unknown,29,0.45,64,"[1891, 1901)",35.3084952,24.4633423
Australia,1897,July,New South Wales,52,478.75,Lightning,47,0.28,40,"[1891, 1901)",-31.8759835,147.2869493
Australia,1897,June,Victoria,444,407.03,Climate Change,21,0.72,38,"[1891, 1901)",-36.5986096,144.6780052
Portugal,1897,May,Lisbon,197,846.26,Unknown,33,0.33,61,"[1891, 1901)",38.7077507,-9.1365919
Portugal,1897,June,Porto,480,441.14,Deforestation,25,0.53,39,"[1891, 1901)",41.1502195,-8.6103497
Italy,1897,September,Sicily,396,10.29,Unknown,26,0.69,32,"[1891, 1901)",37.587794,14.155048
Italy,1897,August,Sardinia,117,839.2,Lightning,19,0.34,60,"[1891, 1901)",40.0912813,9.0305773
Russia,1897,July,Siberia,79,702.88,Unknown,40,0.31,47,"[1891, 1901)",61.0137,99.1967
Russia,1897,October,Far East,367,722.27,Deforestation,20,0.63,16,"[1891, 1901)",63.3109,135
Canada,1897,September,British Columbia,34,532.61,Climate Change,49,0.91,7,"[1891, 1901)",55.001251,-125.002441
Canada,1897,August,Alberta,278,717.75,Human,43,0.81,60,"[1891, 1901)",55.001251,-115.002136
France,1897,October,Corsica,405,596,Unknown,19,0.41,50,"[1891, 1901)",42.188098,9.0683139
France,1897,September,Provence,166,86.56,Climate Change,37,0.55,4,"[1891, 1901)",44.0145,6.2116
China,1897,June,Yunnan,358,569.82,Lightning,35,0.5,22,"[1891, 1901)",25.0453,102.7097
China,1897,August,Sichuan,143,4.58,Unknown,15,0.67,25,"[1891, 1901)",30.6509,104.0757
India,1897,September,Madhya Pradesh,487,378.72,Lightning,25,0.55,18,"[1891, 1901)",22.9734,78.6569
India,1897,July,Assam,256,572.69,Human,38,0.23,38,"[1891, 1901)",26.2006,92.9376
Turkey,1898,September,Mugla,12,14.07,Climate Change,31,0.4,20,"[1891, 1901)",37.2154,28.3634
Turkey,1898,July,Antalya,121,249.42,Climate Change,26,0.25,12,"[1891, 1901)",36.8969,30.7133
Turkey,1898,August,Izmir,9,911.88,Unknown,26,0.74,18,"[1891, 1901)",38.4237,27.1428
